2015-02-11 17:30:39: ----- Tarea 'Sincronizar Proyecto UTP PE': ANÁLISIS comenzado por Analyze And Sync All en ordenador 'VICTOR-VAIO' (GoodSync v 8.9.9.9) -----
2015-02-11 17:30:39: C:\PLC =PropDels=> ~VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo (C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo), CopyCreateTime
2015-02-11 17:30:40: izquierda: Archivos: 7,440 (excluidos 0). Carpetas: 700 (excluidas 1). C: NTFS, Libre: 23.2 GB, Total: 216 GB
2015-02-11 17:30:41: derecha: Archivos: 6,860 (excluidos 7). Carpetas: 700 (excluidas 1). C: NTFS, Libre: 23.2 GB, Total: 216 GB
2015-02-11 17:30:41: Cambios: 730, Conflictos: 0, TiempoCopia: 0, EstadoCopia: 0/0, Errores: 0
2015-02-11 17:30:41: Left to Right: Copy File: 730 
2015-02-11 17:30:41: ----- Análisis Completado. Tiempo 00:00:02, Velocidad: 4,074 archivo/s -----
2015-02-11 17:30:41: ===== Tarea 'Sincronizar Proyecto UTP PE': SINC comenzada por Analyze And Sync All en ordenador 'VICTOR-VAIO' =====
2015-02-11 17:30:41: C:\PLC =PropDels=> ~VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo (C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo), CopyCreateTime
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\50\49ec778fb623f6dccadf298ea7cd08e5b58bfd' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\50\49ec778fb623f6dccadf298ea7cd08e5b58bfd'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\50\5ce08748ff6aabcd81092a76c010007427afce' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\50\5ce08748ff6aabcd81092a76c010007427afce'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\50\6fff6aded0aa78495a5ec81cdd956212daf6f4' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\50\6fff6aded0aa78495a5ec81cdd956212daf6f4'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\51\3757719e4065052dea12aa27ed2a0d5b53e12d' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\51\3757719e4065052dea12aa27ed2a0d5b53e12d'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\51\c8df45aaabe287986b44f7e8236d77c19af9d6' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\51\c8df45aaabe287986b44f7e8236d77c19af9d6'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\51\e8eb37c8f3c6730e19c5a434d03be6774f8e08' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\51\e8eb37c8f3c6730e19c5a434d03be6774f8e08'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\52\4795ff2affb2609e22c20030cec7f40d451006' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\52\4795ff2affb2609e22c20030cec7f40d451006'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\53\8e4138e1a62141c88487bd3f0d8eb031fa0433' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\53\8e4138e1a62141c88487bd3f0d8eb031fa0433'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\53\a33906004379d1990ea99120ac3f8adcb16d3c' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\53\a33906004379d1990ea99120ac3f8adcb16d3c'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\54\0c21c338836afc8cbe73727b9b1d4dbc13b1c9' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\54\0c21c338836afc8cbe73727b9b1d4dbc13b1c9'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\54\2c76dc471abb1a60228e4c51755f4506dae8a9' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\54\2c76dc471abb1a60228e4c51755f4506dae8a9'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\54\37a9c6a4ef09a48ad803296b2ca559cb4a2c87' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\54\37a9c6a4ef09a48ad803296b2ca559cb4a2c87'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\54\89ad94b241e89d3eb00a9a3080387f131128f2' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\54\89ad94b241e89d3eb00a9a3080387f131128f2'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\55\7126d253a5709b390aa8d93965d9290b8de040' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\55\7126d253a5709b390aa8d93965d9290b8de040'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\55\c382dd6c344568bf574e1a52815788a6c5ccad' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\55\c382dd6c344568bf574e1a52815788a6c5ccad'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\55\d963cdfba87391c75c3fa229b465a591859ab9' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\55\d963cdfba87391c75c3fa229b465a591859ab9'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\56\53fa13dddc6e1c60e9cc991e865c49d69b8cd5' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\56\53fa13dddc6e1c60e9cc991e865c49d69b8cd5'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\56\55e2af245c5f1a9c1fb0228fdb3043d8dd5baa' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\56\55e2af245c5f1a9c1fb0228fdb3043d8dd5baa'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\57\0857577ed17de10578b6cf482dbab0757e765f' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\57\0857577ed17de10578b6cf482dbab0757e765f'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\57\2bb2e5b6da9f4ff358c4f4f3da2ca0be763726' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\57\2bb2e5b6da9f4ff358c4f4f3da2ca0be763726'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\57\b600ac0a3d3ecb8d305098dfac4b99da9fcc19' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\57\b600ac0a3d3ecb8d305098dfac4b99da9fcc19'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\57\c67213043c01d1ea2f736c6a59b7305275c05c' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\57\c67213043c01d1ea2f736c6a59b7305275c05c'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\58\21993e50bfd090bde9bf93280053b95ab15250' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\58\21993e50bfd090bde9bf93280053b95ab15250'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\5a\927453468bb28849e0cdc46b44e5fb544808a4' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\5a\927453468bb28849e0cdc46b44e5fb544808a4'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\5a\b082bb67f08927dd7bca258869737a71caa118' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\5a\b082bb67f08927dd7bca258869737a71caa118'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\5b\01e0900469ae957bcac1cd643ae5789a7f408f' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\5b\01e0900469ae957bcac1cd643ae5789a7f408f'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\5b\93dc54e4c954ba6219a15c51fc273b5aa48928' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\5b\93dc54e4c954ba6219a15c51fc273b5aa48928'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\5c\5924d12bdf50e3bebcb4296a6b58d7a308c305' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\5c\5924d12bdf50e3bebcb4296a6b58d7a308c305'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\5c\8ab4c0cecaff6b0fe29b444105d7866c9decc9' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\5c\8ab4c0cecaff6b0fe29b444105d7866c9decc9'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\5c\8b86561bcd0e96363d06a632a16f2ab8cc6b91' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\5c\8b86561bcd0e96363d06a632a16f2ab8cc6b91'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\5c\ad847e684aa76e8510952bf99254913b34abe0' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\5c\ad847e684aa76e8510952bf99254913b34abe0'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\5d\3f25f92c695a9a153253386f7fde8dadd8ed6b' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\5d\3f25f92c695a9a153253386f7fde8dadd8ed6b'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\5d\5070bfbe5ca5ee6859462b671968e43d34dd08' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\5d\5070bfbe5ca5ee6859462b671968e43d34dd08'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\5d\678ec34fe70d4f4c74175433c18c6030c2cdde' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\5d\678ec34fe70d4f4c74175433c18c6030c2cdde'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\5f\3e3f62e69e5076f79a8b9ff5d44105c004d780' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\5f\3e3f62e69e5076f79a8b9ff5d44105c004d780'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\5f\65968f8a753bb607a2e5e4cadc7b9b6a7315f0' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\5f\65968f8a753bb607a2e5e4cadc7b9b6a7315f0'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\5f\f94e4f19e4abfcca06209c5a982a53bbe072e6' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\5f\f94e4f19e4abfcca06209c5a982a53bbe072e6'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\60\b40a2640d0c4e05eceec9a7852f8d0fda1eac9' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\60\b40a2640d0c4e05eceec9a7852f8d0fda1eac9'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\61\065209d357554ebf274f5b1bd8f0b34542c4b4' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\61\065209d357554ebf274f5b1bd8f0b34542c4b4'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\61\0f5d93eb5546bd21e5adde681588086f886354' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\61\0f5d93eb5546bd21e5adde681588086f886354'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\61\58584a6887ca7872805c40356b27b30005c016' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\61\58584a6887ca7872805c40356b27b30005c016'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\62\074fdf4dc93756e5746b0bada14c25d8d77cb5' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\62\074fdf4dc93756e5746b0bada14c25d8d77cb5'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\62\09f772f2a643b3d3bb17f416fa7c97e09a011e' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\62\09f772f2a643b3d3bb17f416fa7c97e09a011e'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\62\330e7b37214348c589f045aa9a37df7035fc66' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\62\330e7b37214348c589f045aa9a37df7035fc66'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\62\39644e69c7c1320a6de7fe2df17a49fa30f940' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\62\39644e69c7c1320a6de7fe2df17a49fa30f940'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\62\6c8feed54a02b1bd0dc2f004722709591abfdd' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\62\6c8feed54a02b1bd0dc2f004722709591abfdd'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\63\0009d80e577e0968cb0264cfe8d78d8ca18128' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\63\0009d80e577e0968cb0264cfe8d78d8ca18128'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\63\2a9419fe08bc7f1e94fc80562643d314d682ac' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\63\2a9419fe08bc7f1e94fc80562643d314d682ac'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\63\594ebf5b7fff508981237be181ad97635cad48' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\63\594ebf5b7fff508981237be181ad97635cad48'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\63\d28998c6c5aded679ce6e176c78eecc1119a16' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\63\d28998c6c5aded679ce6e176c78eecc1119a16'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\65\aea03dc9e0106e92b8e28510edd92a3cbc49e0' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\65\aea03dc9e0106e92b8e28510edd92a3cbc49e0'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\65\b169608846dcd118c27298138a5e0c4b41a684' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\65\b169608846dcd118c27298138a5e0c4b41a684'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\67\1e57c24cae043d03df5d0018817b917fa07086' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\67\1e57c24cae043d03df5d0018817b917fa07086'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\67\f5e5aca559dc0d9e076dba041063b8011107e5' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\67\f5e5aca559dc0d9e076dba041063b8011107e5'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\68\63ef9b4ae2e1f48d7f0d1941d93872bcc4b357' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\68\63ef9b4ae2e1f48d7f0d1941d93872bcc4b357'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\68\65e94332c2844d2314610f708348499ba6f738' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\68\65e94332c2844d2314610f708348499ba6f738'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\68\7e601e378dce4629e22e8d824a52782c1ee692' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\68\7e601e378dce4629e22e8d824a52782c1ee692'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\68\b0ff57df397327b55553b487b386bac7877efa' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\68\b0ff57df397327b55553b487b386bac7877efa'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\69\769f89af38c616e572394d693117747e464305' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\69\769f89af38c616e572394d693117747e464305'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\6b\37df77ebb7d497a04e1efd723cad67ad86adb9' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\6b\37df77ebb7d497a04e1efd723cad67ad86adb9'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\6b\f849aa1d8cc995576295cdea39acc47f251b37' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\6b\f849aa1d8cc995576295cdea39acc47f251b37'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\6c\08cefe12866f9708d3edf10908d42e6c351dc9' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\6c\08cefe12866f9708d3edf10908d42e6c351dc9'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\6d\02a1b4011f602471f6c9fc72dfda22d9195e99' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\6d\02a1b4011f602471f6c9fc72dfda22d9195e99'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\6d\757a38ca9817c44ec06218e91397f64025c804' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\6d\757a38ca9817c44ec06218e91397f64025c804'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\6d\95af060f50aba835a968460616f8f917f28a3d' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\6d\95af060f50aba835a968460616f8f917f28a3d'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\6d\bdf01ba9d6a9b61bcafc84787d77a357725a86' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\6d\bdf01ba9d6a9b61bcafc84787d77a357725a86'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\6e\422e2ecfb6df7fbbf17d88f537a6738cd2018c' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\6e\422e2ecfb6df7fbbf17d88f537a6738cd2018c'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\70\0c7c6a62cc36d5c8f28d43831afe16e60820fb' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\70\0c7c6a62cc36d5c8f28d43831afe16e60820fb'
2015-02-11 17:30:43: Copiar Nueva 'C:\PLC\.git\objects\70\99a0ead33878e32e4e22f42ede4209d8fdf343' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\70\99a0ead33878e32e4e22f42ede4209d8fdf343'
